Ülke,Erasmus Kodu,Geçerlilik Tarihleri,Üniversite,ISCED CODE,BÖLÜMLER,İnternet Sitesi,"Güz Nominasyon
(Güz için son gün)","Bahar Nominasyon
(Bahar için son gün)",Anlaşmaya Aracı Olan,Ön Lisans,Lisans,Yüksek Lisans,Doktora,Toplam Öğrenim Kontenj.,Toplam Staj Kontenj.,Personel Ders Verme,Personel Eğitim Alma,Kontenjan Detayı,Dil Bilgisi,Anlaşmanın Kullanılma Durumu
HIRVATİSTAN,HR SPLIT01,2022-2029,University of Split,0713,ELEKTRİK VE ENERJİ BÖLÜMÜ,http://www.unist.hr/,1 Haziran,1 Kasım,Önder KIZILKAN,,*,*,*,2,1,1,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
HIRVATİSTAN,HR SPLIT01,2022-2029,University of Split,0713,ELEKTRONİK VE OTOMASYON BÖLÜMÜ,http://www.unist.hr/,1 Haziran,1 Kasım,Önder KIZILKAN,,*,*,*,2,1,1,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,BAHÇE BİTKİLERİ BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,BİTKİ KORUMA BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,TARIM EKONOMİSİ BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,TARIM MAKİNELERİ VE TEKNOLOJİLERİ BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,TARIMSAL BİYOTEKNOLOJİ BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,TARIMSAL YAPILAR VE SULAMA BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,TARLA BİTKİLERİ BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,TOPRAK BİLİMİ VE BİTKİ BESLEME BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HIRVATİSTAN,HR ZADAR01,2022-2028,"University of Zadar 
(SVEUCILISTE U ZADRU)",0810,ZOOTEKNİ BÖLÜMÜ,https://unizd.hr/,"1 Mayıs (nominasyonlar)
15 Mayıs 
(öğrenci başvuruları)",15 Kasım (öğrenci başvuruları),Musa YAVUZ / Abdullah DİLER,,*,*,*,3,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1),
HOLLANDA,NL GRONING01,2021-2027,Rijks Universiteit Groningen,0222,TARİH VE ARKEOLOJİ,https://www.utwente.nl/,15 Nisan,15 Eylül,Hatice Evrim Tütünsatar,,,,,0,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
HOLLANDA,NL GRONING03,2022-2028,Stichting Hanzehogeschool Groningen,1013,TURİZM İŞLETMECİLİĞİ BÖLÜMÜ,https://hanze.nl/,15 Mart-15 Mayıs,"15 Ekim 
(online)",Erasmus Koordinatörlüğü,,*,,,3,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
HOLLANDA,NL GRONING03,2022-2028,Stichting Hanzehogeschool Groningen,1013,TURİZM REHBERLİĞİ BÖLÜMÜ,https://hanze.nl/,15 Mart-15 Mayıs,"15 Ekim 
(online)",Erasmus Koordinatörlüğü,,*,,,3,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
HOLLANDA,NL GRONING03,2022-2028,Stichting Hanzehogeschool Groningen,1013,GASTRONOMİ VE MUTFAK SANATLARI BÖLÜMÜ,https://hanze.nl/,15 Mart-15 Mayıs,"15 Ekim 
(online)",Erasmus Koordinatörlüğü,,*,,,3,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
HOLLANDA,NL GRONING03,2022-2028,Stichting Hanzehogeschool Groningen,1013,REKREASYON YÖNETİMİ BÖLÜMÜ,https://hanze.nl/,15 Mart-15 Mayıs,"15 Ekim 
(online)",Erasmus Koordinatörlüğü,,*,,,3,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İSPANYA,E MADRID05,2022-2029,Universidad Politecnica de Madrid,081,BAHÇE BİTKİLERİ,"www.upm.es 
www.montes.upm.es",1 Haziran,1 Kasım,Erasmus Koordinatörlüğü,,*,*,*,4,0,4,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İSPANYA,E MADRID05,2022-2029,Universidad Politecnica de Madrid,081,TARIM EKONOMİSİ,"www.upm.es 
www.montes.upm.es",1 Haziran,1 Kasım,Erasmus Koordinatörlüğü,,*,*,*,4,,4,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İSPANYA,E MADRID05,2022-2029,Universidad Politecnica de Madrid,081,TARIMSAL BİYOTEKNOLOJİ,"www.upm.es 
www.montes.upm.es",1 Haziran,1 Kasım,Erasmus Koordinatörlüğü,,*,*,*,4,,4,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İSPANYA,E MADRID05,2022-2029,Universidad Politecnica de Madrid,081,TARIMSAL YAPILAR VE SULAMA,"www.upm.es 
www.montes.upm.es",1 Haziran,1 Kasım,Erasmus Koordinatörlüğü,,*,*,*,4,,4,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İSPANYA,E MADRID05,2022-2029,Universidad Politecnica de Madrid,081,TARLA BİTKİLERİ,"www.upm.es 
www.montes.upm.es",1 Haziran,1 Kasım,Erasmus Koordinatörlüğü,,*,*,*,4,,4,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İSPANYA,E MADRID05,2022-2029,Universidad Politecnica de Madrid,081,ZOOTEKNİ,"www.upm.es 
www.montes.upm.es",1 Haziran,1 Kasım,Erasmus Koordinatörlüğü,,*,*,*,4,,4,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İSPANYA,E MADRID05,2022-2029,Universidad Politecnica de Madrid,082,ORMAN MÜHENDİSLİĞİ,"www.upm.es 
www.montes.upm.es",1 Haziran,1 Kasım,Erasmus Koordinatörlüğü,,*,*,*,4,,4,1,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İSPANYA,E TARRAGO01,2022-2028,UNIVERSITAT ROVIRA I VIRGILI,1015,TURİZM İŞLETMECİLİĞİ BÖLÜMÜ,http://www.urv.cat/en/,15 Mayıs,14 Ekim,Bedia Ümmü GAFAR,,*,*,,2,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E TARRAGO01,2022-2028,UNIVERSITAT ROVIRA I VIRGILI,1015,TURİZM REHBERLİĞİ BÖLÜMÜ,http://www.urv.cat/en/,15 Mayıs,14 Ekim,Bedia Ümmü GAFAR,,*,*,,2,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E TARRAGO01,2022-2028,UNIVERSITAT ROVIRA I VIRGILI,1015,GASTRONOMİ VE MUTFAK SANATLARI BÖLÜMÜ,http://www.urv.cat/en/,15 Mayıs,14 Ekim,Bedia Ümmü GAFAR,,*,*,,2,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E TARRAGO01,2022-2028,UNIVERSITAT ROVIRA I VIRGILI,1015,REKREASYON YÖNETİMİ BÖLÜMÜ,http://www.urv.cat/en/,15 Mayıs,14 Ekim,Bedia Ümmü GAFAR,,*,*,,2,0,1,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E TARRAGO01,2024-2028,UNIVERSITAT ROVIRA I VIRGILI,071,MAKİNE MÜHENDİSLİĞİ,http://www.urv.cat/en/,15 Mayıs,14 Ekim,Önder KIZILKAN,,,*,*,2,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E TARRAGO01,2024-2028,UNIVERSITAT ROVIRA I VIRGILI,071,ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ,http://www.urv.cat/en/,15 Mayıs,14 Ekim,Önder KIZILKAN,,,*,*,2,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E TARRAGO01,2024-2028,UNIVERSITAT ROVIRA I VIRGILI,071,MEKATRONİK MÜHENDİSLİĞİ,http://www.urv.cat/en/,15 Mayıs,14 Ekim,Önder KIZILKAN,,,*,*,2,0,2,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E VALLADO01,2022-2028,Universidad de Valladolid,0821,ORMAN MÜHENDİSLİĞİ BÖLÜMÜ,https://www.uva.es/export/sites/uva/,30 Nisan (nominasyon & öğrenci başvurusu),30 Ekim (nominasyon & öğrenci başvurusu),Hatice Tuğba DOĞMUŞ LEHTİJARVİ,,*,*,,3,0,3,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E VALLADO01,2022-2028,Universidad de Valladolid,0822,ORMAN ENDÜSTRİ MÜHENDİSLİĞİ BÖLÜMÜ,https://www.uva.es/export/sites/uva/,30 Nisan (nominasyon & öğrenci başvurusu),31 Ekim (nominasyon & öğrenci başvurusu),Hatice Tuğba DOĞMUŞ LEHTİJARVİ,,*,*,,3,0,3,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E VALLADO01,2022-2028,Universidad de Valladolid,0823,YABAN HAYATI EKOLOJİSİ VE YÖNETİMİ,https://www.uva.es/export/sites/uva/,30 Nisan (nominasyon & öğrenci başvurusu),32 Ekim (nominasyon & öğrenci başvurusu),Hatice Tuğba DOĞMUŞ LEHTİJARVİ,,*,*,,3,0,3,0,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B1)/Personel - İngilizce (B2),
İSPANYA,E BILBAO01,2022-2029,UNIVERSIDAD DEL PAIS VASCO,0610,BİLGİSAYAR MÜHENDİSLİĞİ,https://ehu.eus/,1 Haziran (nominasyonlar & öğrenci başvuruları),"1 Kasım (nominasyonlar)
30 Kasım
(öğrenci başvuruları)",Erasmus Koordinatörlüğü,,*,*,,2,4,,,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B2),
İSPANYA,E BILBAO01,2022-2029,UNIVERSIDAD DEL PAIS VASCO,07,Biyomedikal Mühendisliği,https://ehu.eus/,1 Haziran (nominasyonlar & öğrenci başvuruları),"1 Kasım (nominasyonlar)
30 Kasım
(öğrenci başvuruları)",Erasmus Koordinatörlüğü,,*,*,,2,4,,,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B2),
İSPANYA,E BILBAO01,2022-2029,UNIVERSIDAD DEL PAIS VASCO,07,Elektrik-Elektronik Mühendisliği,https://ehu.eus/,1 Haziran (nominasyonlar & öğrenci başvuruları),"1 Kasım (nominasyonlar)
30 Kasım
(öğrenci başvuruları)",Erasmus Koordinatörlüğü,,*,*,,2,4,,,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B2),
İSPANYA,E BILBAO01,2022-2029,UNIVERSIDAD DEL PAIS VASCO,07,Makine Mühendisliği,https://ehu.eus/,1 Haziran (nominasyonlar & öğrenci başvuruları),"1 Kasım (nominasyonlar)
30 Kasım
(öğrenci başvuruları)",Erasmus Koordinatörlüğü,,*,*,,2,4,,,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B2),
İSPANYA,E BILBAO01,2022-2029,UNIVERSIDAD DEL PAIS VASCO,732,İnşaat Mühendisliği,https://ehu.eus/,1 Haziran (nominasyonlar & öğrenci başvuruları),"1 Kasım (nominasyonlar)
30 Kasım
(öğrenci başvuruları)",Erasmus Koordinatörlüğü,,*,*,,2,4,,,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B2),
İSPANYA,E BILBAO01,2022-2029,UNIVERSIDAD DEL PAIS VASCO,07,Mekatronik Mühendisliği,https://ehu.eus/,1 Haziran (nominasyonlar & öğrenci başvuruları),"1 Kasım (nominasyonlar)
30 Kasım
(öğrenci başvuruları)",Erasmus Koordinatörlüğü,,*,*,,2,4,,,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B2),
İSPANYA,E BILBAO01,2022-2029,UNIVERSIDAD DEL PAIS VASCO,07,Temel Bilimler,https://ehu.eus/,1 Haziran (nominasyonlar & öğrenci başvuruları),"1 Kasım (nominasyonlar)
30 Kasım
(öğrenci başvuruları)",Erasmus Koordinatörlüğü,,*,*,,2,4,,,Kontenjan sayısı tüm bölümler için ortaktır.,Öğrenci - İngilizce (B2),
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,0821,ORMAN MÜHENDİSLİĞİ BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,0821,ORMAN ENDÜSTRİ MÜHENDİSLİĞİ BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,0821,YABAN HAYATI EKOLOJİSİ VE YÖNETİMİ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,BAHÇE BİTKİLERİ BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,BİTKİ KORUMA BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,TARIM EKONOMİSİ BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,TARIM MAKİNELERİ VE TEKNOLOJİLERİ BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,TARIMSAL BİYOTEKNOLOJİ BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,TARIMSAL YAPILAR VE SULAMA BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,TARLA BİTKİLERİ BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,TOPRAK BİLİMİ VE BİTKİ BESLEME BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,081,ZOOTEKNİ BÖLÜMÜ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Doğa Bilimleri bölümleri için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,061,BİLGİSAYAR MÜHENDİSLİĞİ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Bilgisayar Alanı bölümleri için ortaktır.,Öğrenci - İngilizce (B2) Personel - İngilizce (B2),
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,061,BİLGİSAYAR MÜHENDİSLİĞİ,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Bilgisayar Alanı bölümleri için ortaktır.,Öğrenci - İngilizce (B2) Personel - İngilizce (B2),
İTALYA,I BARI01,2024-2028,Universita Degli Studi di Bari,061,İLERİ TEKNOLOJİLER,http://www.uniba.it/,15 Mayıs,15 Ekim,Erasmus Koordinatörlüğü,,*,*,*,1,1,2,1,Kontenjan sayısı tüm Bilgisayar Alanı bölümleri için ortaktır.,Öğrenci - İngilizce (B2) Personel - İngilizce (B2),
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,031,MUHASEBE VE FİNANS YÖNETİMİ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,031,BANKACILIK VE SİGORTACILIK,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,041,ULUSLARARASI TİCARET VE İŞLETMECİLİK,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,041,BÜRO HİZMETLERİ VE SEKRETERLİK BÖLÜMÜ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,031,"FİNANS, BANKACILIK VE SİGORTACILIK BÖLÜMÜ",http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,041,YÖNETİM VE ORGANİZASYON BÖLÜMÜ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,041,TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,031,MUHASEBE VE VERGİ BÖLÜMÜ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,041,TOPTAN VE PERAKENDE SATIŞ BÖLÜMÜ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,041,DIŞ TİCARET BÖLÜMÜ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,031,MUHASEBE VE VERGİ UYGULAMALARI BÖLÜMÜ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,041,PAZARLAMA VE REKLAMCILIK BÖLÜMÜ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,071,BİYOMEDİKAL MÜHENDİSLİĞİ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
İTALYA,I BENEVEN02,2023/2029,UNIVERSITA DEGLI STUDI DEL SANNIO,071,MAKİNE MÜHENDİSLİĞİ,http://www.unisannio.it/it/rapporti-internazionali/info,20 Temmuz,20 Aralık,Durmuş KAYIKÇI,,*,*,*,2,2,2,2,Kontenjan sayısı tüm bölümler için ortaktır.,"Öğrenci - İngilizce (B1)
Personel - İngilizce (B2)",
